Date,Workload sum, Scheduled Hours (Sum) , Planned Absences(Sum) , Unplanned Absences (Sum) , Unpaid Absences (Sum) ,Max Temp (�C),Max Temp Flag,Min Temp (�C),Min Temp Flag,Mean Temp (�C),Mean Temp Flag,Heat Deg Days (�C),Heat Deg Days Flag,Cool Deg Days (�C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
8/1/2023,34104,9099.77,1620.57,564.92,125.87,22.9,0,13.4,0,18.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,21,0,31,0
8/2/2023,32065,8625.77,1558.62,597.54,94.14,23.4,0,13.6,0,18.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,29,0,40,0
8/3/2023,28175,8531.5,1648.11,536.3,118.21,24.5,0,14.2,0,19.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/2023,32604,6716.25,1667.19,458.39,111.82,24.7,0,14,0,19.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2023,11,2574.55,670.91,190.05,44.99,26.1,0,15,0,20.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2023,3,4468.77,1391.8,366.35,60.74,22.9,0,15.7,0,19.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,11,0,35,0
8/7/2023,90,272,64,32.75,0,23.8,0,16.3,0,20.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,17,0,34,0
8/8/2023,64070,7634.8,1662.72,571.89,64.22,22.6,0,16.3,0,19.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,11,0,34,0
8/9/2023,33782,8312.02,1728.35,545.41,101.21,22.7,0,16.4,0,19.6,0,0,0,1.6,0,11.8,0,0,0,11.8,0,0,0,13,0,40,0
8/10/2023,33797,8554.6,1904.42,537.45,87.21,22.5,0,14.6,0,18.6,0,0,0,0.6,0,2.4,0,0,0,2.4,0,0,0,20,0,31,0
8/11/2023,30785,6699,1659.81,487.75,90.37,23.4,0,13.5,0,18.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,20,0,39,0
8/12/2023,4,2542.53,647.25,214.67,23.32,24,0,16.6,0,20.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2023,1,4669.02,1163,306.21,68.38,24.3,0,17.3,0,20.8,0,0,0,2.8,0,0,0,0,0,0,0,0,0,30,0,47,0
8/14/2023,51912,7696.55,1551.25,460.31,133.51,24.4,0,17.6,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,43,0
8/15/2023,35929,8885.03,1593.62,633.99,107.55,26,0,16.7,0,21.4,0,0,0,3.4,0,0,0,0,0,0,0,0,0,30,0,45,0
8/16/2023,32330,8537.87,1461.79,575.54,119.34,24.7,0,15.7,0,20.2,0,0,0,2.2,0,0,0,0,0,0,0,0,0,30,0,36,0
8/17/2023,33531,8507.35,1575.22,594.05,100.68,23.9,0,16.6,0,20.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,28,0,40,0
8/18/2023,31870,6772.27,1647.38,434.58,102.47,21.7,0,13.9,0,17.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,28,0,60,0
8/19/2023,9,2763.27,772.75,221.76,27.2,18.3,0,9.7,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,44,0
8/20/2023,1,4616.37,1079,389.86,21.1,18,0,13.6,0,15.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,30,0,47,0
8/21/2023,53700,7677.3,1520.67,543.46,88.88,22.4,0,10.4,0,16.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,12,0,32,0
8/22/2023,37446,8867.25,1679.2,721.18,96.15,21.1,0,12,0,16.6,0,1.4,0,0,0,0,0,0,0,0,0,0,0,12,0,40,0
8/23/2023,35794,8572.15,1618.81,622.75,103.62,20.5,0,13.3,0,16.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2023,32977,8498.82,1709.2,685.72,125.4,20.3,0,10.1,0,15.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,31,0,33,0
8/25/2023,33250,6774.33,1362,550.77,68.02,21.3,0,12.5,0,16.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2023,9,2750.93,625.98,253.62,23.99,23.4,0,10.8,0,17.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2023,1,4603.67,1227.55,324.05,55.76,25.5,0,12.7,0,19.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/2023,53156,7716.25,1484.85,570.24,66.6,22.3,0,15.5,0,18.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,11,0,39,0
8/29/2023,36562,8873.24,1657.86,683.08,114.38,17.1,0,14.6,0,15.9,0,2.1,0,0,0,17,0,0,0,17,0,0,0,10,0,31,0
8/30/2023,37636,8554.82,1549.99,715.06,100.18,22.9,0,13.3,0,18.1,0,0,0,0.1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0
8/31/2023,30981,8505.89,1690.85,654.34,132.44,20,0,14.2,0,17.1,0,0.9,0,0,0,2.8,0,0,0,2.8,0,0,0,0,0,0,0
9/1/2023,32030,6791.33,1630.97,618.53,90.91,21.3,0,13.9,0,17.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0
9/2/2023,14,2802.9,703.5,274.25,33.48,22.5,0,13.5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2023,3,4326.5,1127.5,425.84,92.38,21,0,13.3,0,17.2,0,0.8,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0
9/4/2023,198,236,56,18,8,19.6,0,12.7,0,16.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0
9/5/2023,64741,7267.73,1399.99,668.72,85.12,20.5,0,13.1,0,16.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,16,0,32,0
9/6/2023,34186,8000.3,1386.16,646.42,106.37,20.1,0,12.1,0,16.1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,19,0,35,0
9/7/2023,31484,8350.03,1607.3,727.88,126.06,19.8,0,12.6,0,16.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2023,31469,6685.3,1322.76,550.12,123.18,19.2,0,10.2,0,14.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2023,5,2719.5,606.51,253.58,41.95,21.7,0,9.9,0,15.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2023,0,4642.75,823.25,357.2,100.69,25.2,0,12.9,0,19.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2023,55396,7675.57,1086.75,636.07,94.4,21.7,0,14.8,0,18.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,19,0,34,0
9/12/2023,41454,8818.3,1077.04,599.56,163.78,18.8,0,12.5,0,15.7,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2023,35594,8511.75,995.49,601.54,125.41,20,0,13.3,0,16.7,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2023,33593,8422.87,1050.75,618.7,129.69,20.6,0,10.7,0,15.7,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2023,34804,6670.55,947.35,594.5,107.84,22.5,0,8.7,0,15.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2023,8,2741.25,396.07,248.79,19.08,25,0,9.3,0,17.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0
9/17/2023,1,4639.12,767.19,345.69,88.07,19.8,0,11.3,0,15.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,11,0,35,0
9/18/2023,59317,7673.07,962.28,597.9,100.09,18.1,0,11.2,0,14.7,0,3.3,0,0,0,0.7,0,0,0,0.7,0,0,0,28,0,60,0
9/19/2023,37496,8758.1,867.38,711.33,155.8,18.4,0,11.1,0,14.8,0,3.2,0,0,0,8.3,0,0,0,8.3,0,0,0,12,0,33,0
9/20/2023,32344,8476.31,983.23,601.81,163.35,16.5,0,9.8,0,13.2,0,4.8,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
9/21/2023,28948,8413.5,1043.56,626.99,171.37,17.4,0,8,0,12.7,0,5.3,0,0,0,0,0,0,0,0,0,0,0,29,0,36,0
9/22/2023,31649,6679.89,881.71,559.2,139.37,22.2,0,7.3,0,14.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2023,11,2752.8,467.53,296.37,53.79,17.1,0,12,0,14.6,0,3.4,0,0,0,1.6,0,0,0,1.6,0,0,0,10,0,38,0
9/24/2023,6,4565.02,760.09,285.22,72.86,19.9,0,8.3,0,14.1,0,3.9,0,0,0,3.7,0,0,0,3.7,0,0,0,12,0,51,0
9/25/2023,57918,7721.68,1102.08,452.1,156.3,15.7,0,12.8,0,14.3,0,3.7,0,0,0,9.1,0,0,0,9.1,0,0,0,8,0,55,0
9/26/2023,36889,8852.64,1255.48,592.77,160.01,17.2,0,12.4,0,14.8,0,3.2,0,0,0,1.8,0,0,0,1.8,0,0,0,13,0,45,0
9/27/2023,34392,8583.18,1100.72,558.82,157.64,14.4,0,11.1,0,12.8,0,5.2,0,0,0,5.5,0,0,0,5.5,0,0,0,29,0,35,0
9/28/2023,29110,8545.29,1164.66,574.35,123.81,15.6,0,9.3,0,12.5,0,5.5,0,0,0,1.4,0,0,0,1.4,0,0,0,0,0,0,0
9/29/2023,32226,6687.28,1145.03,550.91,136.89,14,0,7.6,0,10.8,0,7.2,0,0,0,0.4,0,0,0,0.4,0,0,0,29,0,37,0
9/30/2023,12,0,0,0,0,14.6,0,8.8,0,11.7,0,6.3,0,0,0,0,0,0,0,0,0,0,0,30,0,41,0
10/1/2023,4,1668.5,263.53,154.17,35.8,15.1,0,7.1,0,11.1,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2023,144,3929.32,491.25,295.25,111.4,13.3,0,9.8,0,11.6,0,6.4,0,0,0,10.1,0,0,0,10.1,0,0,0,29,0,31,0
10/3/2023,64652,8709.2,1073.14,571.77,174.14,15.9,0,7.6,0,11.8,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2023,42459,8501.61,952.88,523.6,159.41,15.2,0,11.2,0,13.2,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2023,35023,8465.06,1035.09,537.28,134.04,16.9,0,9.8,0,13.4,0,4.6,0,0,0,0,0,0,0,0,0,0,0,29,0,33,0
10/6/2023,34483,6681.58,1006.59,526.85,115.52,17.3,0,7.9,0,12.6,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2023,8,2580.5,468.01,194.35,34.17,19.6,0,7.4,0,13.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2023,0,4262.25,1088.89,407.09,112.86,20.3,0,10.9,0,15.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2023,62,232,56,10,0,17.3,0,12.6,0,15,0,3,0,0,0,7.8,0,0,0,7.8,0,0,0,10,0,32,0
10/10/2023,70609,7274.84,1129.73,468.73,166.7,16.4,0,11.3,0,13.9,0,4.1,0,0,0,15,0,0,0,15,0,0,0,10,0,40,0
10/11/2023,38064,8140.86,1217.45,513.57,136.09,16,0,9.6,0,12.8,0,5.2,0,0,0,0,0,0,0,0,0,0,0,25,0,46,0
10/12/2023,34426,8509.85,1364.02,546.8,140.4,16.6,0,6.3,0,11.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,21,0,33,0
10/13/2023,33075,6716.78,1055.78,476.83,124.18,18.5,0,5.7,0,12.1,0,5.9,0,0,0,5.2,0,0,0,5.2,0,0,0,7,0,32,0
10/14/2023,142,2576.75,384.85,213.23,44.04,18.5,0,13,0,15.8,0,2.2,0,0,0,1.5,0,0,0,1.5,0,0,0,11,0,38,0
10/15/2023,2,4506.5,560.73,326.25,113.72,19.4,0,12.4,0,15.9,0,2.1,0,0,0,1.7,0,0,0,1.7,0,0,0,10,0,32,0
10/16/2023,60314,7632.1,751.5,560.56,165.52,16.8,0,11.8,0,14.3,0,3.7,0,0,0,4,0,0,0,4,0,0,0,13,0,40,0
10/17/2023,40110,8750,904.18,606.6,128.6,13.4,0,7.2,0,10.3,0,7.7,0,0,0,20.7,0,0,0,20.7,0,0,0,7,0,31,0
10/18/2023,40777,8499.91,1029.78,624.76,147.56,13.7,0,10.8,0,12.3,0,5.7,0,0,0,33.9,0,0,0,33.9,0,0,0,8,0,40,0
10/19/2023,37594,8450.35,945.3,564.02,144.63,15.8,0,11.7,0,13.8,0,4.2,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
10/20/2023,35933,6716.25,886.52,498.48,119.19,13.2,0,10.9,0,12.1,0,5.9,0,0,0,0,0,0,0,0,0,0,0,30,0,36,0
10/21/2023,9,2596,437.5,202.29,41.95,12.3,0,10.8,0,11.6,0,6.4,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
10/22/2023,2,4500.56,589.2,309.49,129.86,11.4,0,6.3,0,8.9,0,9.1,0,0,0,1,0,0,0,1,0,0,0,30,0,35,0
10/23/2023,61800,7619.67,989.23,525.27,187.54,11.9,0,4.5,0,8.2,0,9.8,0,0,0,0,0,0,0,0,0,0,0,28,0,43,0
10/24/2023,40558,8758.62,979.53,564.03,136.96,9.6,0,5.8,0,7.7,0,10.3,0,0,0,15,0,0,0,15,0,0,0,10,0,43,0
10/25/2023,41532,8434.42,958.27,547.32,160.35,11,0,3.6,0,7.3,0,10.7,0,0,0,2.1,0,0,0,2.1,0,0,0,4,0,38,0
10/26/2023,34376,8424.35,1029.41,605.68,167.12,9.1,0,0.4,0,4.8,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2023,31572,6679.28,829.46,503.03,179.13,8.7,0,-1.4,0,3.7,0,14.3,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0
10/28/2023,6,2620,370.17,172.97,66.08,8.1,0,-2,0,3.1,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2023,6,4435.9,640.36,245.53,158.02,9.2,0,-1,0,4.1,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2023,63208,7625.29,842.32,521.31,169.52,9.9,0,-1.5,0,4.2,0,13.8,0,0,0,0,0,0,0,0,0,0,0,17,0,34,0
10/31/2023,40342,8621.87,1123.34,705.97,186.44,11,0,-0.1,0,5.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2023,33865,8425.9,1089.47,582.33,210.48,11.6,0,1.9,0,6.8,0,11.2,0,0,0,5.2,0,0,0,5.2,0,0,0,0,0,0,0
11/2/2023,30411,8382.5,929.38,530.07,160.73,16.5,0,8.4,0,12.5,0,5.5,0,0,0,15.5,0,0,0,15.5,0,0,0,18,0,46,0
11/3/2023,36113,6651.98,755.36,497.29,162.84,14,0,8.4,0,11.2,0,6.8,0,0,0,0.6,0,0,0,0.6,0,0,0,10,0,34,0
11/4/2023,6,2542,330.25,206.58,57.2,18,0,10.4,0,14.2,0,3.8,0,0,0,14.2,0,0,0,14.2,0,0,0,9,0,42,0
11/5/2023,1,4420.37,590.5,289.71,127.54,14.2,0,9.6,0,11.9,0,6.1,0,0,0,2.8,0,0,0,2.8,0,0,0,10,0,46,0
11/6/2023,64827,7571.3,865.55,461.14,208.34,11.1,0,9.1,0,10.1,0,7.9,0,0,0,6.1,0,0,0,6.1,0,0,0,7,0,33,0
11/7/2023,41115,8694.98,1035.6,608.48,182.99,11,0,6.3,0,8.7,0,9.3,0,0,0,2,0,0,0,2,0,0,0,28,0,72,0
11/8/2023,34367,8430.97,984.47,529.73,148.94,8.9,0,5.7,0,7.3,0,10.7,0,0,0,4.8,0,0,0,4.8,0,0,0,0,0,0,0
11/9/2023,30632,8375.29,1138.5,597.8,138.53,9.8,0,3.8,0,6.8,0,11.2,0,0,0,2.2,0,0,0,2.2,0,0,0,15,0,43,0
11/10/2023,35861,6617.87,1103.52,523.34,162.77,9.4,0,3.8,0,6.6,0,11.4,0,0,0,8.5,0,0,0,8.5,0,0,0,13,0,58,0
11/11/2023,0,0,0,0,0,11.2,0,6.5,0,8.9,0,9.1,0,0,0,20.3,0,0,0,20.3,0,0,0,13,0,72,0
11/12/2023,5,1645.23,411.75,150.34,108.81,9.7,0,4.9,0,7.3,0,10.7,0,0,0,5.7,0,0,0,5.7,0,0,0,8,0,42,0
11/13/2023,1040,3851.33,606.57,250.72,96.64,10,0,3.1,0,6.6,0,11.4,0,0,0,0.3,0,0,0,0.3,0,0,0,28,0,41,0
11/14/2023,76608,8592.83,1212.32,593.47,167.74,7.8,0,1.7,0,4.8,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2023,42583,8410.6,1074.31,568.52,158.98,0,1,0,1,0,1,0,1,0,1,0.6,0,0,0,0.6,0,0,0,0,1,0,1
11/16/2023,38914,8403.85,1113.77,536.93,186.09,7.8,0,-1.6,0,3.1,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2023,39544,6619.25,958.89,516.22,166.85,9.1,0,-0.9,0,4.1,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2023,5,2601.19,406.5,210.15,66.72,11.3,0,0,0,5.7,0,12.3,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0
11/19/2023,44,4463.85,635.25,341.84,93.49,10.4,0,4.3,0,7.4,0,10.6,0,0,0,7.7,0,0,0,7.7,0,0,0,26,0,43,0
11/20/2023,73770,7777.89,890.13,487.3,164.48,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
11/21/2023,44153,8892.86,904.29,565.38,159.61,8.6,0,0.2,0,4.4,0,13.6,0,0,0,9.8,0,0,0,9.8,0,0,0,0,0,0,0
11/22/2023,42561,8575.13,916.98,527.33,164.69,7.8,0,3.3,0,5.6,0,12.4,0,0,0,0.4,0,0,0,0.4,0,0,0,30,0,36,0
11/23/2023,39364,8455.8,949.44,543.81,156.1,7.6,0,-0.2,0,3.7,0,14.3,0,0,0,0,0,0,0,0,0,0,0,30,0,37,0
11/24/2023,40522,6498.92,935.23,517.05,173.56,7.3,0,-2.2,0,2.6,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2023,16,2602.75,402,243.2,66.84,7.3,0,-1.1,0,3.1,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2023,6727,4517.01,607.38,360.76,142.45,5.3,0,-1.7,0,1.8,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/2023,85176,7780.63,703.9,586.83,194.11,6.9,0,1.7,0,4.3,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2023,52227,8827.85,704.8,648.19,182.6,4.5,0,-0.9,0,1.8,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2023,54071,8542.58,689.79,594.98,199.72,5,0,-3.1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2023,46925,8440.4,689.48,512.38,138.26,5.6,0,-2.2,0,1.7,0,16.3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
12/1/2023,50799,6486.08,556.07,478.69,199.2,5.7,0,3.2,0,4.5,0,13.5,0,0,0,13.1,0,0,0,13.1,0,0,0,8,0,36,0
12/2/2023,108,2594.02,296,181.76,50.18,9.2,0,3.8,0,6.5,0,11.5,0,0,0,12.9,0,0,0,12.9,0,0,0,11,0,50,0
12/3/2023,24888,4490.87,297.75,381.95,133.94,9,0,4.9,0,7,0,11,0,0,0,6,0,0,0,6,0,0,0,7,0,40,0
12/4/2023,80293,7793.35,256.33,502.39,204.53,10.5,0,5.3,0,7.9,0,10.1,0,0,0,49.8,0,0,0,49.8,0,0,0,9,0,40,0
12/5/2023,56698,8883.92,380.91,581.08,135.3,12.5,0,8.3,0,10.4,0,7.6,0,0,0,7.7,0,0,0,7.7,0,0,0,17,0,33,0
12/6/2023,50639,8569.32,324.8,544.81,170.73,9.7,0,6.8,0,8.3,0,9.7,0,0,0,2.2,0,0,0,2.2,0,0,0,29,0,35,0
12/7/2023,43402,8480.55,358.63,577.65,176.68,6.8,0,4.2,0,5.5,0,12.5,0,0,0,5.7,0,0,0,5.7,0,0,0,25,0,40,0
12/8/2023,49744,6473.02,357.13,504.71,176.06,6.6,0,0.3,0,3.5,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2023,130,2602.02,219.88,239.48,63.98,4.9,0,0.6,0,2.8,0,15.2,0,0,0,14.8,0,0,0,14.8,0,0,0,13,0,51,0
12/10/2023,33582,4493.74,203.23,334.01,148.93,7.7,0,4.6,0,6.2,0,11.8,0,0,0,12.9,0,0,0,12.9,0,0,0,0,0,0,0
12/11/2023,75376,7791.43,253.55,540.56,223.11,7.7,0,4.2,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
12/12/2023,49721,8923.18,320.25,574.59,236.44,7.4,0,1.7,0,4.6,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2023,49014,8567.46,251,518.8,222.42,9.5,0,0.7,0,5.1,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2023,44955,8461.34,198.62,517.07,217.3,7.4,0,5.5,0,6.5,0,11.5,0,0,0,3.6,0,0,0,3.6,0,0,0,0,0,0,0
12/15/2023,49395,6487.92,218.77,462.68,218.06,10.7,0,5.9,0,8.3,0,9.7,0,0,0,5.2,0,0,0,5.2,0,0,0,0,0,0,0
12/16/2023,129,2590,146,218.54,77.69,8.9,0,5.1,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/2023,15346,4516.27,241.63,380.68,92.68,9.4,0,1.3,0,5.4,0,12.6,0,0,0,0,0,0,0,0,0,0,0,28,0,42,0
12/18/2023,83507,7821.65,226.78,535.58,159.96,8.8,0,4.2,0,6.5,0,11.5,0,0,0,2.7,0,0,0,2.7,0,0,0,32,0,33,0
12/19/2023,58962,8883.65,294,526.14,140.86,11,0,6.9,0,9,0,9,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0
12/20/2023,46890,8513.83,211.86,516.5,141.08,10.2,0,8.4,0,9.3,0,8.7,0,0,0,4.4,0,0,0,4.4,0,0,0,0,0,0,0
12/21/2023,46529,8448.1,336.28,487.37,174.58,9.9,0,8.5,0,9.2,0,8.8,0,0,0,5.7,0,0,0,5.7,0,0,0,0,0,0,0
12/22/2023,48237,6504.32,508.87,548.71,231.17,9.2,0,5.5,0,7.4,0,10.6,0,0,0,3.8,0,0,0,3.8,0,0,0,28,0,50,0
12/23/2023,344,2590.02,291.6,278.59,90.2,7,0,-0.4,0,3.3,0,14.7,0,0,0,0,0,0,0,0,0,0,0,28,0,46,0
12/24/2023,976,2276,476.25,233.46,68.2,7.1,0,-1.1,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,35,0
12/25/2023,0,0,0,0,0,10.7,0,4.9,0,7.8,0,10.2,0,0,0,7.6,0,0,0,7.6,0,0,0,9,0,48,0
12/26/2023,2,224,64,16.5,0,11,0,4.9,0,8,0,10,0,0,0,2.8,0,0,0,2.8,0,0,0,21,0,51,0
12/27/2023,68316,13748.9,1219.72,1011.46,454.5,11.9,0,6.5,0,9.2,0,8.8,0,0,0,1.1,0,0,0,1.1,0,0,0,9,0,44,0
12/28/2023,46299,17128.44,1389,1298.7,416.14,12.1,0,9.2,0,10.7,0,7.3,0,0,0,4.3,0,0,0,4.3,0,0,0,13,0,64,0
12/29/2023,35137,7804.39,876.35,820.42,308.08,12.4,0,7.5,0,10,0,8,0,0,0,1.4,0,0,0,1.4,0,0,0,0,0,0,0
12/30/2023,5,2558,410.42,202.18,109.68,13.2,0,8.4,0,10.8,0,7.2,0,0,0,6.4,0,0,0,6.4,0,0,0,0,0,0,0
12/31/2023,144,2242.75,486.52,242.6,71.28,10.6,0,3.9,0,7.3,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2024,2,232,104,16,8,6.3,0,0.9,0,3.6,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2024,51875,7502.47,1164.95,576.51,200.17,7.8,0,3.8,0,5.8,0,12.2,0,0,0,9.8,0,0,0,9.8,0,0,0,0,0,0,0
1/3/2024,47067,8633.27,1299.7,581.63,179.86,10.2,0,5.2,0,7.7,0,10.3,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0
1/4/2024,51750,8657.86,1303.42,536.63,204.35,10.2,0,3.7,0,7,0,11,0,0,0,10.3,0,0,0,10.3,0,0,0,13,0,36,0
1/5/2024,39284,7786.19,1168.98,634.4,325.39,7.5,0,3.6,0,5.6,0,12.4,0,0,0,5,0,0,0,5,0,0,0,16,0,58,0
1/6/2024,11,2546.75,369.24,231.09,91.41,6.9,0,0.2,0,3.6,0,14.4,0,0,0,6.3,0,0,0,6.3,0,0,0,29,0,63,0
1/7/2024,4,4467,428.25,428.23,108.73,4.6,0,-1.3,0,1.7,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2024,67656,7792.87,596.76,608.53,212.82,3.4,0,0.9,0,2.2,0,15.8,0,0,0,32.6,0,0,0,32.6,0,0,0,9,0,47,0
1/9/2024,52409,8851.43,673.86,668.69,248.63,0,1,0,1,0,1,0,1,0,1,6,0,0,0,6,0,0,0,17,0,53,0
1/10/2024,37282,8550.55,740.24,548.29,184.36,6.2,0,2.1,0,4.2,0,13.8,0,0,0,0,0,0,0,0,0,0,0,27,0,39,0
1/11/2024,27507,8410.28,769.26,639.13,321.35,4.5,0,-6.4,0,-1,0,19,0,0,0,0,0,3,0,2,0,2,0,30,0,79,0
1/12/2024,28632,6416.5,1090.5,543.71,294.77,-6.4,0,-13.4,0,-9.9,0,27.9,0,0,0,0,0,0,0,0,0,1,0,10,0,44,0
1/13/2024,8,2519.5,468.52,231.15,134.5,-3.2,0,-13.7,0,-8.5,0,26.5,0,0,0,0,0,0,0,0,0,0,0,34,0,33,0
1/14/2024,2,4535,445.94,295.58,128.58,-1.8,0,-9.3,0,-5.6,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/2024,62842,7536.38,676.53,469.62,227.41,0.7,0,-8.7,0,-4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/2024,33973,8656.3,843.8,527.64,188.14,1.4,0,-6.2,0,-2.4,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2024,11305,8223.8,2137.36,1622.27,746.25,0,1,0,1,0,1,0,1,0,1,0,0,27.8,0,24.6,0,7,0,12,0,32,0
1/18/2024,20557,8070.05,1551.35,990.83,497.93,0.2,0,-3.8,0,-1.8,0,19.8,0,0,0,0,0,6,0,6,0,23,0,0,0,0,0
1/19/2024,32336,6489.33,841.06,636.33,358.9,2,0,-0.2,0,0.9,0,17.1,0,0,0,14.7,0,0,0,14.7,0,21,0,0,0,0,0
