"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-12","2019","11","12","","9.4","","8.0","","8.7","","9.3","","0.0","","17.1","","0.0","","17.1","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-13","2019","11","13","","11.9","","3.7","","7.8","","10.2","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-14","2019","11","14","","12.8","","2.8","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-15","2019","11","15","","13.5","","4.9","","9.2","","8.8","","0.0","","9.2","","0.0","","9.2","","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-16","2019","11","16","","10.4","","5.6","","8.0","","10.0","","0.0","","8.4","","0.0","","8.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-17","2019","11","17","","13.0","","7.3","","10.2","","7.8","","0.0","","18.6","","0.0","","18.6","","","","11","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-18","2019","11","18","","10.6","","8.1","","9.4","","8.6","","0.0","","11.8","","0.0","","11.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-19","2019","11","19","","10.4","","3.4","","6.9","","11.1","","0.0","","2.0","","0.0","","2.0","","","","29","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-20","2019","11","20","","9.4","","-0.7","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-21","2019","11","21","","8.4","","-1.0","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-22","2019","11","22","","7.7","","-1.6","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-23","2019","11","23","","9.8","","5.2","","7.5","","10.5","","0.0","","1.2","","0.0","","1.2","","","","15","","45",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-24","2019","11","24","","11.3","","3.1","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","27","","58",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-25","2019","11","25","","7.6","","2.2","","4.9","","13.1","","0.0","","3.8","","0.0","","3.8","","","","29","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-26","2019","11","26","","6.8","","0.7","","3.8","","14.2","","0.0","","4.8","","0.0","","4.8","","","","4","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-27","2019","11","27","","8.1","","0.2","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","5","","52",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-28","2019","11","28","","6.1","","-4.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-29","2019","11","29","","4.5","","-5.2","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-11-30","2019","11","30","","4.5","","-5.5","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-01","2019","12","01","","4.4","","-5.0","","-0.3","","18.3","","0.0","","6.4","","0.0","","6.4","","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-02","2019","12","02","","4.7","","2.4","","3.6","","14.4","","0.0","","9.6","","0.0","","9.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-03","2019","12","03","","9.1","","4.7","","6.9","","11.1","","0.0","","1.4","","0.0","","1.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-04","2019","12","04","","9.0","","6.1","","7.6","","10.4","","0.0","","4.8","","0.0","","4.8","","","","29","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-05","2019","12","05","","7.5","","0.7","","4.1","","13.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-06","2019","12","06","","9.3","","4.8","","7.1","","10.9","","0.0","","7.4","","0.0","","7.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-07","2019","12","07","","9.4","","7.5","","8.5","","9.5","","0.0","","4.4","","0.0","","4.4","","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-08","2019","12","08","","8.4","","5.1","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-09","2019","12","09","","7.3","","2.2","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-10","2019","12","10","","6.1","","0.0","","3.1","","14.9","","0.0","","3.0","","0.0","","3.0","","","","7","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-11","2019","12","11","","9.1","","5.8","","7.5","","10.5","","0.0","","9.8","","0.0","","9.8","","","","9","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-12","2019","12","12","","8.6","","4.4","","6.5","","11.5","","0.0","","17.4","","0.0","","17.4","","","","9","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-13","2019","12","13","","8.6","","3.3","","6.0","","12.0","","0.0","","1.8","","0.0","","1.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-14","2019","12","14","","7.3","","3.8","","5.6","","12.4","","0.0","","3.8","","0.0","","3.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-15","2019","12","15","","6.4","","1.0","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-16","2019","12","16","","5.7","","3.0","","4.4","","13.6","","0.0","","3.6","","0.0","","3.6","","","","8","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-17","2019","12","17","","7.8","","4.5","","6.2","","11.8","","0.0","","4.4","","0.0","","4.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-18","2019","12","18","","8.7","","5.9","","7.3","","10.7","","0.0","","8.6","","0.0","","8.6","","","","12","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-19","2019","12","19","","7.3","","4.4","","5.9","","12.1","","0.0","","21.0","","0.0","","21.0","","","","11","","52",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-20","2019","12","20","","8.3","","5.6","","7.0","","11.0","","0.0","","14.6","","0.0","","14.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-21","2019","12","21","","6.0","","4.8","","5.4","","12.6","","0.0","","5.6","","0.0","","5.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-22","2019","12","22","","7.8","","1.6","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","33","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-23","2019","12","23","","6.3","","0.4","","3.4","","14.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-24","2019","12","24","","6.1","","2.2","","4.2","","13.8","","0.0","","2.8","","0.0","","2.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-25","2019","12","25","","6.9","","-0.5","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-26","2019","12","26","","5.4","","-2.2","","1.6","","16.4","","0.0","","0.8","","0.0","","0.8","","","","11","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-27","2019","12","27","","5.2","","2.2","","3.7","","14.3","","0.0","","0.6","","0.0","","0.6","","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-28","2019","12","28","","6.5","","4.1","","5.3","","12.7","","0.0","","3.0","","0.0","","3.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-29","2019","12","29","","8.6","","5.5","","7.1","","10.9","","0.0","","2.4","","0.0","","2.4","","","","","","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-30","2019","12","30","","8.4","","6.5","","7.5","","10.5","","0.0","","5.8","","0.0","","5.8","","","","12","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2019-12-31","2019","12","31","","9.8","","7.0","","8.4","","9.6","","0.0","","21.2","","0.0","","21.2","","","","11","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-01","2022","01","01","","1.4","","-9.8","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","","","9","","49",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-02","2022","01","02","","5.0","","0.5","","2.8","","15.2","","0.0","","4.9","","3.7","","8.6","","7","","14","","68",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-03","2022","01","03","","5.4","","1.6","","3.5","","14.5","","0.0","","7.6","","0.0","","7.6","","2","","20","","62",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-04","2022","01","04","","4.9","","0.2","","2.6","","15.4","","0.0","","5.6","","0.4","","7.0","","0","T","20","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-05","2022","01","05","","0.8","","-3.4","","-1.3","","19.3","","0.0","","0.0","","0.9","","0.9","","0","T","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-06","2022","01","06","","3.9","","-3.5","","0.2","","17.8","","0.0","","6.8","","12.0","","16.4","","12","","10","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-07","2022","01","07","","4.6","","1.3","","3.0","","15.0","","0.0","","7.6","","0.0","","7.6","","2","","29","","83",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-08","2022","01","08","","3.4","","-2.1","","0.7","","17.3","","0.0","","3.0","","0.0","","3.0","","","","7","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-09","2022","01","09","","6.7","","-1.5","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-10","2022","01","10","","8.5","","-1.4","","3.6","","14.4","","0.0","","4.6","","0.0","","4.6","","","","7","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-11","2022","01","11","","10.0","","6.7","","8.4","","9.6","","0.0","","17.7","","0.0","","17.7","","","","10","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-12","2022","01","12","","11.5","","8.9","","10.2","","7.8","","0.0","","29.3","","0.0","","29.3","","","","9","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-13","2022","01","13","","11.1","","3.9","","7.5","","10.5","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-14","2022","01","14","","9.8","","5.1","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-15","2022","01","15","","7.0","","3.3","","5.2","","12.8","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-16","2022","01","16","","6.5","","4.7","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-17","2022","01","17","","7.3","","4.0","","5.7","","12.3","","0.0","","1.7","","0.0","","1.7","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-18","2022","01","18","","7.0","","5.5","","6.3","","11.7","","0.0","","3.1","","0.0","","3.1","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-19","2022","01","19","","9.6","","6.5","","8.1","","9.9","","0.0","","8.0","","0.0","","8.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-20","2022","01","20","","11.7","","6.1","","8.9","","9.1","","0.0","","11.0","","0.0","","11.0","","","","26","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-21","2022","01","21","","7.6","","2.2","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-22","2022","01","22","","7.0","","1.4","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-23","2022","01","23","","4.3","","0.0","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-24","2022","01","24","","4.3","","2.2","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-25","2022","01","25","","3.0","","1.3","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-26","2022","01","26","","3.4","","1.2","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-27","2022","01","27","","4.8","","-0.4","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-28","2022","01","28","","8.0","","-2.2","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-29","2022","01","29","","7.0","","-0.2","","3.4","","14.6","","0.0","","6.4","","0.0","","6.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-30","2022","01","30","","7.6","","4.6","","6.1","","11.9","","0.0","","14.0","","0.0","","14.0","","","","28","","59",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-01-31","2022","01","31","","7.0","","3.7","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","28","","54",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-01","2022","02","01","","6.1","","-0.4","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-02","2022","02","02","","2.0","","-1.8","","0.1","","17.9","","0.0","","0.3","","0.0","T","0.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-03","2022","02","03","","5.9","","1.8","","3.9","","14.1","","0.0","","7.3","","0.0","T","7.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-04","2022","02","04","","8.6","","3.8","","6.2","","11.8","","0.0","","3.3","","0.0","","3.3","","","","12","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-05","2022","02","05","","7.5","","3.9","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","24","","52",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-06","2022","02","06","","7.4","","-0.4","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-07","2022","02","07","","11.8","","2.9","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","19","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-08","2022","02","08","","8.0","","2.9","","5.5","","12.5","","0.0","","2.9","","0.0","","2.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-09","2022","02","09","","8.7","","5.8","","7.3","","10.7","","0.0","","0.9","","0.0","","0.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-10","2022","02","10","","6.8","","3.4","","5.1","","12.9","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-11","2022","02","11","","8.0","","2.2","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","","","30","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-12","2022","02","12","","7.4","","-0.2","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-13","2022","02","13","","9.6","","-0.8","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-14","2022","02","14","","8.4","","3.3","","5.9","","12.1","","0.0","","3.5","","0.0","","3.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-15","2022","02","15","","8.8","","3.4","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-16","2022","02","16","","9.1","","1.8","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-17","2022","02","17","","9.5","","4.3","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-18","2022","02","18","","8.1","","3.5","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-19","2022","02","19","","8.4","","3.0","","5.7","","12.3","","0.0","","3.6","","0.0","","3.6","","","","14","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-20","2022","02","20","","8.0","","3.6","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","","","29","","49",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-21","2022","02","21","","7.7","","-0.8","","3.5","","14.5","","0.0","","0.9","","0.0","","0.9","","","","11","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-22","2022","02","22","","2.8","","-3.2","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","","","7","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-23","2022","02","23","","1.5","","-6.8","","-2.7","","20.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","10","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-24","2022","02","24","","4.0","","-5.2","","-0.6","","18.6","","0.0","","","M","2.2","","","M","2","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-25","2022","02","25","","5.4","","-4.6","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","21","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-26","2022","02","26","","11.2","","-3.1","","4.1","","13.9","","0.0","","6.2","","0.0","","6.2","","","","11","","60",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-27","2022","02","27","","10.7","","4.4","","7.6","","10.4","","0.0","","19.3","","0.0","","19.3","","","","18","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-28","2022","02","28","","8.5","","6.4","","7.5","","10.5","","0.0","","11.3","","0.0","","11.3","","","","8","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-01","2022","03","01","","13.0","","7.1","","10.1","","7.9","","0.0","","3.5","","0.0","","3.5","","","","27","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-02","2022","03","02","","11.4","","5.9","","8.7","","9.3","","0.0","","4.7","","0.0","","4.7","","","","10","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-03","2022","03","03","","9.7","","4.8","","7.3","","10.7","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-04","2022","03","04","","8.8","","4.5","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","28","","45",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-05","2022","03","05","","8.9","","3.3","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","30","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-06","2022","03","06","","9.7","","-0.7","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-07","2022","03","07","","9.8","","2.8","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-08","2022","03","08","","9.9","","4.1","","7.0","","11.0","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-09","2022","03","09","","7.8","","-1.3","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","26","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-10","2022","03","10","","6.9","","-2.2","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-11","2022","03","11","","5.6","","2.2","","3.9","","14.1","","0.0","","3.3","","0.0","","3.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-12","2022","03","12","","11.2","","3.2","","7.2","","10.8","","0.0","","14.1","","0.0","","14.1","","","","12","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-13","2022","03","13","","11.1","","5.5","","8.3","","9.7","","0.0","","8.3","","0.0","","8.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-14","2022","03","14","","8.2","","6.0","","7.1","","10.9","","0.0","","35.9","","0.0","","35.9","","","","11","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-15","2022","03","15","","9.9","","5.5","","7.7","","10.3","","0.0","","3.2","","0.0","","3.2","","","","5","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-16","2022","03","16","","11.3","","1.6","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","14","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-17","2022","03","17","","7.7","","5.4","","6.6","","11.4","","0.0","","17.5","","0.0","","17.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-18","2022","03","18","","9.9","","5.6","","7.8","","10.2","","0.0","","4.1","","0.0","","4.1","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-19","2022","03","19","","10.0","","5.9","","8.0","","10.0","","0.0","","2.0","","0.0","","2.0","","","","28","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-20","2022","03","20","","7.4","","1.3","","4.4","","13.6","","0.0","","8.1","","0.0","","8.1","","","","17","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-21","2022","03","21","","8.4","","4.6","","6.5","","11.5","","0.0","","21.6","","0.0","","21.6","","","","9","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-22","2022","03","22","","12.7","","6.9","","9.8","","8.2","","0.0","","7.9","","0.0","","7.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-23","2022","03","23","","12.3","","5.5","","8.9","","9.1","","0.0","","4.0","","0.0","","4.0","","","","29","","51",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-24","2022","03","24","","9.8","","1.5","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-25","2022","03","25","","12.5","","4.8","","8.7","","9.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-26","2022","03","26","","12.6","","7.2","","9.9","","8.1","","0.0","","6.0","","0.0","","6.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-27","2022","03","27","","12.1","","7.8","","10.0","","8.0","","0.0","","2.0","","0.0","","2.0","","","","31","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-28","2022","03","28","","11.2","","5.4","","8.3","","9.7","","0.0","","3.9","","0.0","","3.9","","","","29","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-29","2022","03","29","","15.1","","4.2","","9.7","","8.3","","0.0","","1.6","","0.0","","1.6","","","","20","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-30","2022","03","30","","12.1","","5.7","","8.9","","9.1","","0.0","","0.8","","0.0","","0.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-31","2022","03","31","","10.6","","5.9","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-01","2022","04","01","","9.4","","5.6","","7.5","","10.5","","0.0","","2.2","","0.0","","2.2","","","","13","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-02","2022","04","02","","12.0","","4.3","","8.2","","9.8","","0.0","","0.4","","0.0","","0.4","","","","15","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-03","2022","04","03","","9.2","","6.0","","7.6","","10.4","","0.0","","16.6","","0.0","","16.6","","","","13","","57",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-04","2022","04","04","","9.7","","6.0","","7.9","","10.1","","0.0","","5.4","","0.0","","5.4","","","","15","","67",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-05","2022","04","05","","11.3","","5.4","","8.4","","9.6","","0.0","","0.3","","0.0","","0.3","","","","28","","54",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-06","2022","04","06","","10.6","","2.4","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","20","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-07","2022","04","07","","13.3","","5.9","","9.6","","8.4","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-08","2022","04","08","","11.8","","6.8","","9.3","","8.7","","0.0","","4.4","","0.0","","4.4","","","","29","","57",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-09","2022","04","09","","9.5","","5.3","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","23","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-10","2022","04","10","","9.2","","2.7","","6.0","","12.0","","0.0","","1.4","","0.0","","1.4","","","","12","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-11","2022","04","11","","13.2","","1.0","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","29","","53",""
